station,network,code,band,rate,lat,lon,elev_m,km,route,P,S,picks,fetched
VI.SAN,VI,SAN,HH,100.0,64.05601,-21.57013,183.79,38.294192141076614,eida,0,0,0,True
OR.KRIST,OR,KRIST,HH,200.0,64.02407,-21.5015,355.9,39.96558964556877,eida,0,0,0,True
2C.LAM08,2C,LAM08,HH,200.0,64.00459,-21.48421,270.92,40.090197181918846,eida,0,0,0,False
2C.BLK22,2C,BLK22,EH,200.0,64.04066,-21.47562,294.76,41.797214958205814,eida,0,0,0,False
2C.KAP01,2C,KAP01,EH,200.0,63.94302,-21.41364,200.53,42.13041828665692,eida,0,0,0,False
4Q.MA1,4Q,MA1,HH,200.0,63.98624,-21.4227,300.0,42.47962085969206,eida,0,0,0,False
2C.MEI05,2C,MEI05,HH,200.0,63.98561,-21.42158,297.06,42.51762911772125,eida,0,0,0,False
4Q.MA3,4Q,MA3,HH,200.0,63.98589,-21.42169,298.0,42.51917277964488,eida,0,0,0,False
4Q.MA4,4Q,MA4,HH,200.0,63.98584,-21.42156,299.0,42.52414780225182,eida,0,0,0,False
4Q.MA5,4Q,MA5,HH,200.0,63.98592,-21.42135,297.0,42.536081937444266,eida,0,0,0,False
4Q.MA6,4Q,MA6,HH,200.0,63.98613,-21.42109,297.0,42.553553415436305,eida,0,0,0,False
4Q.MA7,4Q,MA7,HH,200.0,63.98641,-21.42069,297.0,42.5794007241685,eida,0,0,0,False
2C.GRH43,2C,GRH43,HH,200.0,64.01372,-21.41815,296.91,43.46485981130842,eida,0,0,0,False
OR.SVIN,OR,SVIN,HH,200.0,64.0562,-21.45,253.34,43.60757346224937,eida,0,0,0,False
2C.VAL41,2C,VAL41,HH,200.0,64.07921,-21.46853,231.08,43.86664645520877,eida,0,0,0,False
2C.LAK24,2C,LAK24,EH,200.0,64.00864,-21.38538,349.05,44.84612787207294,eida,0,0,0,False
OR.HUMLI,OR,HUMLI,HH,200.0,64.0513,-21.3971,320.97,45.78648637393945,eida,0,0,0,False
2C.REY09,2C,REY09,HH,200.0,64.02466,-21.37503,393.9,45.827819875664545,eida,0,0,0,False
2C.THJ07,2C,THJ07,EH,200.0,64.06443,-21.38608,431.95,46.82791863943778,eida,0,0,0,False
2C.OHO23,2C,OHO23,EH,200.0,64.02599,-21.34825,375.57,47.11804006331603,eida,0,0,0,False
OR.HVH,OR,HVH,HH,200.0,64.0097,-21.3354,368.44,47.230047983657634,eida,0,0,0,False
VI.EDA,VI,EDA,HH,100.0,64.08262,-21.3891,270.31,47.50808651610684,eida,0,0,0,False
VI.BJA,VI,BJA,HH,100.0,63.9459,-21.30258,58.14,47.55859244759194,eida,0,0,0,False
2C.JAK25,2C,JAK25,EH,200.0,64.04044,-21.34332,388.91,47.836756215061165,eida,0,0,0,False
2C.URD20,2C,URD20,EH,200.0,64.01628,-21.30566,333.76,48.81742493592287,eida,0,0,0,False
2C.SKA10,2C,SKA10,HH,200.0,64.0474,-21.31415,421.39,49.429932300944984,eida,0,0,0,False
2C.GAN02,2C,GAN02,HH,200.0,64.0948,-21.35695,295.87,49.49839843029595,eida,0,0,0,False
OR.LSKAR,OR,LSKAR,HH,200.0,64.0339,-21.2996,396.97,49.64033095922991,eida,0,0,0,False
OR.INNST,OR,INNST,HH,200.0,64.0689,-21.326,488.39,49.72095071074949,eida,0,0,0,False
2C.MOS29,2C,MOS29,EH,200.0,64.12631,-21.36419,313.92,50.80003869398505,eida,0,0,0,False
2C.THU04,2C,THU04,HH,200.0,63.98698,-21.24774,236.72,50.85570405378937,eida,0,0,0,False
2C.NUP27,2C,NUP27,EH,200.0,64.00175,-21.251,296.19,51.02532951426138,eida,0,0,0,False
OR.SKEGG,OR,SKEGG,HH,200.0,64.107917,-21.298833,379.23,52.67394436833917,eida,0,0,0,False
2C.OLK26,2C,OLK26,EH,200.0,64.062924,-21.255108,371.47,52.71113861910457,eida,0,0,0,False
2C.SKO28,2C,SKO28,EH,200.0,64.12802,-21.31461,343.07,53.00127593763663,eida,0,0,0,False
OR.KOLDU,OR,KOLDU,HH,200.0,64.09023,-21.26998,355.7,53.141986459718815,eida,0,0,0,False
2C.FAL44,2C,FAL44,HH,200.0,64.10136,-21.27013,225.77,53.63107291213187,eida,0,0,0,False
5S.R4267,5S,R4267,EH,100.0,64.0006,-21.1822,65.0,54.28065417298929,eida,0,0,0,False
OR.GRAFN,OR,GRAFN,HH,200.0,64.12855,-21.261739,306.89,55.3035136266161,eida,0,0,0,False
OR.NESJV,OR,NESJV,HH,200.0,64.1155,-21.235119,160.78,55.8310523510225,eida,0,0,0,False
2C.STEKK,2C,STEKK,EH,200.0,64.12872,-21.2458,160.27,56.0027424043588,eida,0,0,0,False
2C.KAT03,2C,KAT03,HH,200.0,64.07887,-21.16616,343.69,57.3803097606098,eida,0,0,0,False
2C.OLF42,2C,OLF42,HH,200.0,64.11639,-21.14056,139.18,60.06403923275832,eida,0,0,0,False
VI.KRO,VI,KRO,HH,100.0,64.09806,-21.11976,145.84,60.23635591893973,eida,0,0,0,False
VI.HEI,VI,HEI,HH,100.0,64.19978,-21.23604,160.91,60.34730553501864,eida,0,0,0,False
2C.LHA40,2C,LHA40,HH,200.0,64.0241,-21.04885,110.2,61.17809202554396,eida,0,0,0,False
5S.RD4E7,5S,RD4E7,EH,100.0,63.929,-20.9436,30.0,64.92871206150515,eida,0,0,0,False
VI.SOL,VI,SOL,HH,100.0,63.92896,-20.94357,30.55,64.93000240472115,eida,0,0,0,False
5S.RDD76,5S,RDD76,EH,100.0,63.9966,-20.7748,123.0,73.79860594606355,eida,0,0,0,False
5S.R0B1C,5S,R0B1C,EH,100.0,63.8973,-20.6561,98.0,78.94914493011937,eida,0,0,0,False
5S.RB565,5S,RB565,EH,100.0,63.9898,-20.4152,74.0,91.13111747691684,eida,0,0,0,False
5S.RCD46,5S,RCD46,EH,100.0,63.862072,-20.189791,50.0,101.90874953315412,eida,0,0,0,False
VI.ASB,VI,ASB,HH,100.0,64.74818,-21.32535,94.0,104.71290836067274,eida,0,0,0,False
2Z.GE3,2Z,GE3,HH,200.0,64.312674031,-20.301913032,125.9,106.00336032154328,eida,0,0,0,False
2Z.GE2,2Z,GE2,HH,200.0,64.312969996,-20.301257987,143.8,106.04581265309608,eida,0,0,0,False
2Z.GE4,2Z,GE4,HH,200.0,64.312499017,-20.300098015,117.1,106.07466015024384,eida,0,0,0,False
5S.R84DA,5S,R84DA,EH,100.0,63.9685,-19.9647,66.0,112.88139055880038,eida,0,0,0,False
