key,weight,event_idx,time,lat,lon,depth_km,n_picks,n_p,n_s,n_stations,n_p_and_s,misfit_s,nearest_event,nearest_dt_s,nearest_dist_km,nearest_class
kaikoura_2016,jma_wc,63,2016-11-13 12:26:13.695600896+00:00,-41.90646339220656,174.11302123325575,10.3125,8,4,4,5,3,0.41047316789627075,2016p858156,18.33,133.0,5<|dt|<=30s
kaikoura_2016,jma_wc,64,2016-11-13 12:27:28.222049792+00:00,-42.270538161355425,173.76585438496122,0.9375,6,4,2,4,2,0.6916358868281046,2016p858160,-32.09,6.5,30<|dt|<=120s
kaikoura_2016,jma_wc,66,2016-11-13 12:29:39.051753216+00:00,-42.27061584570364,173.47748523195918,59.0625,7,3,4,5,2,0.5822948387690953,2016p858160,98.74,22.2,30<|dt|<=120s
kaikoura_2016,jma_wc,68,2016-11-13 12:33:11.951964160+00:00,-42.11929525489115,174.40244552608024,27.1875,7,3,4,5,2,0.622779096875872,2016p858170,-4.24,41.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,69,2016-11-13 12:34:11.441866752+00:00,-41.64312867534809,173.92731925671515,42.1875,7,3,4,4,3,0.7015713282993862,2016p858172,-7.19,137.5,5<|dt|<=30s
kaikoura_2016,jma_wc,70,2016-11-13 12:34:41.677953536+00:00,-41.822156117156766,174.4191350392641,14.0625,7,5,2,5,2,0.33860295159476145,2016p858172,23.05,152.7,5<|dt|<=30s
kaikoura_2016,jma_wc,71,2016-11-13 12:37:48.176769536+00:00,-42.03941855305782,173.3547589746975,45.9375,7,5,2,5,2,0.6498828615461077,2016p858178,3.22,41.2,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,73,2016-11-13 12:40:15.590076160+00:00,-41.7737175123347,174.25500855181127,15.9375,6,4,2,4,2,0.2883176803588867,2016p858181,19.01,26.8,5<|dt|<=30s
kaikoura_2016,jma_wc,74,2016-11-13 12:41:56.215788800+00:00,-41.37952531151266,173.70250112190882,0.9375,8,6,2,6,2,0.43593350052833557,2016p858185,31.93,135.1,30<|dt|<=120s
kaikoura_2016,jma_wc,75,2016-11-13 12:42:46.184302592+00:00,-41.442927475019836,172.80791999872582,55.3125,6,4,2,4,2,0.10209981600443523,2016p858185,81.9,124.5,30<|dt|<=120s
kaikoura_2016,jma_wc,76,2016-11-13 12:43:43.304178432+00:00,-41.49508807873856,173.64164878760283,40.3125,9,5,4,6,3,0.6975648668077257,2016p858192,-87.15,115.2,30<|dt|<=120s
kaikoura_2016,jma_wc,79,2016-11-13 12:47:56.573634048+00:00,-41.85558257729946,174.3581745991134,21.5625,8,5,3,5,3,0.6404901444911957,2016p858199,-37.77,71.0,30<|dt|<=120s
kaikoura_2016,jma_wc,81,2016-11-13 12:50:37.241774336+00:00,-42.13124422777828,172.2856947086857,53.4375,6,3,3,4,2,0.37940657138824463,2016p858206,-102.05,114.7,30<|dt|<=120s
kaikoura_2016,jma_wc,82,2016-11-13 12:51:49.679942400+00:00,-41.2469432710217,173.2157221178045,47.8125,6,3,3,4,2,0.8237178325653076,2016p858206,-29.61,114.9,5<|dt|<=30s
kaikoura_2016,jma_wc,85,2016-11-13 12:54:08.073036288+00:00,-42.0231559650804,173.5599965762621,14.0625,7,4,3,5,2,0.4208592687334333,2016p858207,75.35,14.0,30<|dt|<=120s
kaikoura_2016,jma_wc,86,2016-11-13 12:55:23.152860672+00:00,-41.924140987465755,173.641988199088,25.3125,6,3,3,4,2,0.3020468552907308,2016p858213,-53.96,69.7,30<|dt|<=120s
kaikoura_2016,jma_wc,87,2016-11-13 12:56:19.596956160+00:00,-41.74171459923723,174.05040065287696,0.9375,8,5,3,6,2,0.6371520459651947,2016p858213,2.49,92.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,90,2016-11-13 12:58:18.229119488+00:00,-41.89076569557645,173.8876653571943,21.5625,10,6,4,6,4,0.30954957008361816,2016p858219,-12.23,26.7,5<|dt|<=30s
kaikoura_2016,jma_wc,92,2016-11-13 13:00:05.733075968+00:00,-41.856220638919744,174.25586157611326,12.1875,7,5,2,5,2,0.08420065471104213,2016p858218,55.93,17.9,30<|dt|<=120s
kaikoura_2016,jma_wc,93,2016-11-13 13:00:28.424479488+00:00,-41.214471937429074,173.4590635729432,17.8125,6,4,2,4,2,0.38960544268290204,2016p858218,78.62,86.6,30<|dt|<=120s
kaikoura_2016,jma_wc,94,2016-11-13 13:01:06.577461504+00:00,-41.822848059476186,174.31687662425557,10.3125,7,4,3,4,3,0.105116639818464,2016p858218,116.78,14.6,30<|dt|<=120s
kaikoura_2016,jma_wc,95,2016-11-13 13:01:28.520472320+00:00,-41.312404015037096,173.07329451919588,30.9375,6,4,2,4,2,0.25301678975423175,2016p858218,138.72,108.8,|dt|>120s
kaikoura_2016,jma_wc,96,2016-11-13 13:02:03.790922496+00:00,-42.353150594109955,173.66295980199504,4.6875,6,3,3,4,2,0.6139808098475138,2016p858231,-155.73,86.1,|dt|>120s
kaikoura_2016,jma_wc,97,2016-11-13 13:03:04.927026176+00:00,-41.82355823459958,174.19416215044316,21.5625,7,4,3,4,3,0.17200064659118652,2016p858231,-94.6,12.9,30<|dt|<=120s
kaikoura_2016,jma_wc,98,2016-11-13 13:03:58.014835200+00:00,-41.82508792443449,173.70327235218102,25.3125,7,4,3,5,2,0.3576374053955078,2016p858231,-41.51,47.8,30<|dt|<=120s
kaikoura_2016,jma_wc,102,2016-11-13 13:07:27.463546880+00:00,-42.00472323353202,174.25740603076602,15.9375,6,3,3,4,2,1.1658807595570881,2016p858230,106.8,30.3,30<|dt|<=120s
kaikoura_2016,jma_wc,103,2016-11-13 13:08:00.364499712+00:00,-41.823958856842104,174.1123502261501,19.6875,7,4,3,4,3,0.41499243463788715,2016p858239,-118.88,6.9,30<|dt|<=120s
kaikoura_2016,jma_wc,104,2016-11-13 13:08:58.452183296+00:00,-42.07237627293603,173.84744306779274,8.4375,7,5,2,5,2,0.31531078474862234,2016p858239,-60.79,42.1,30<|dt|<=120s
kaikoura_2016,jma_wc,106,2016-11-13 13:10:31.467142656+00:00,-41.82512070472634,173.6623636106253,25.3125,7,5,2,5,2,0.7018143108912877,2016p858239,32.22,42.3,30<|dt|<=120s
kaikoura_2016,jma_wc,107,2016-11-13 13:10:45.431855360+00:00,-42.20084965645484,174.52693793609978,51.5625,6,4,2,4,2,0.42838525772094727,2016p858239,46.19,55.5,30<|dt|<=120s
kaikoura_2016,jma_wc,109,2016-11-13 13:14:12.362441216+00:00,-41.823336074662386,174.23506746022014,25.3125,6,3,3,4,2,0.43116335074106854,2016p858251,-23.5,29.0,5<|dt|<=30s
kaikoura_2016,jma_wc,111,2016-11-13 13:15:08.268482048+00:00,-41.8227169528585,174.33732859004493,15.9375,6,4,2,4,2,0.19446341196695963,2016p858251,32.41,34.7,30<|dt|<=120s
kaikoura_2016,jma_wc,112,2016-11-13 13:15:29.398402048+00:00,-41.82321953268783,174.2555199388227,25.3125,8,4,4,5,3,0.5195772051811218,2016p858250,-17.96,110.7,5<|dt|<=30s
kaikoura_2016,jma_wc,114,2016-11-13 13:16:49.989509632+00:00,-42.46447174998506,174.57217792872174,47.8125,7,5,2,5,2,0.14949308122907365,2016p858253,-25.98,87.2,5<|dt|<=30s
kaikoura_2016,jma_wc,116,2016-11-13 13:19:17.974030336+00:00,-41.74034551950822,174.3159464362101,12.1875,8,5,3,5,3,0.2291381061077118,2016p858255,35.09,21.0,30<|dt|<=120s
kaikoura_2016,jma_wc,119,2016-11-13 13:22:56.552235008+00:00,-41.87306040715269,174.19462750720226,10.3125,7,4,3,4,3,0.2730675084250314,2016p858260,105.47,9.1,30<|dt|<=120s
kaikoura_2016,jma_wc,120,2016-11-13 13:24:23.392314880+00:00,-42.402505959527744,173.39468468840303,0.9375,6,4,2,4,2,0.42848114172617596,2016p858268,-61.85,110.9,30<|dt|<=120s
kaikoura_2016,jma_wc,122,2016-11-13 13:26:05.576423168+00:00,-41.9217179551862,174.3384815343975,0.9375,8,5,3,6,2,0.7059759199619293,2016p858268,40.33,22.4,30<|dt|<=120s
kaikoura_2016,jma_wc,123,2016-11-13 13:26:29.571284224+00:00,-41.823099349456456,174.27597229487552,23.4375,8,4,4,5,3,0.48134082555770874,2016p858272,-28.44,12.4,5<|dt|<=30s
kaikoura_2016,jma_wc,126,2016-11-13 13:27:59.503807232+00:00,-41.806718907367326,174.2553493341,17.8125,6,4,2,4,2,0.5006333589553833,2016p858271,41.91,14.3,30<|dt|<=120s
kaikoura_2016,jma_wc,127,2016-11-13 13:28:25.661774080+00:00,-41.95248990610623,174.62576831836242,0.9375,7,4,3,5,2,0.6846330847058978,2016p858271,68.07,45.3,30<|dt|<=120s
kaikoura_2016,jma_wc,129,2016-11-13 13:31:14.886415104+00:00,-41.70771414480166,174.25432869201697,4.6875,9,5,4,5,4,0.505921204884847,2016p858279,-12.62,80.6,5<|dt|<=30s
kaikoura_2016,jma_wc,130,2016-11-13 13:32:23.947057920+00:00,-41.707942664445085,174.21349690726382,6.5625,8,3,5,5,3,0.3278157114982605,2016p858279,56.44,78.5,30<|dt|<=120s
kaikoura_2016,jma_wc,131,2016-11-13 13:33:43.720609024+00:00,-41.973029954553795,173.9700535567715,23.4375,6,4,2,4,2,0.1543275515238444,2016p858281,5.24,31.9,5<|dt|<=30s
kaikoura_2016,jma_wc,132,2016-11-13 13:35:07.892667136+00:00,-42.353117204930086,173.47733718563546,6.5625,7,5,2,5,2,0.2740039825439453,2016p858286,-7.09,63.5,5<|dt|<=30s
kaikoura_2016,jma_wc,133,2016-11-13 13:35:34.238317312+00:00,-41.97134959176141,174.3185607860058,0.9375,6,3,3,4,2,0.5830463568369547,2016p858286,19.26,70.6,5<|dt|<=30s
kaikoura_2016,jma_wc,134,2016-11-13 13:36:09.439592960+00:00,-42.2211329226638,173.6833909580033,0.9375,8,5,3,6,2,0.5169411301612854,2016p858286,54.46,51.0,30<|dt|<=120s
kaikoura_2016,jma_wc,135,2016-11-13 13:36:32.289595904+00:00,-42.270634342019314,173.49808301601863,14.0625,7,4,3,5,2,0.15664434432983398,2016p858290,-52.72,32.6,30<|dt|<=120s
kaikoura_2016,jma_wc,136,2016-11-13 13:37:56.162595840+00:00,-42.3861731275703,173.60109097838182,0.9375,6,3,3,4,2,0.7130959828694662,2016p858295,-29.06,50.6,5<|dt|<=30s
kaikoura_2016,jma_wc,137,2016-11-13 13:38:29.841979904+00:00,-41.82321953268783,174.2555199388227,8.4375,7,3,4,4,3,0.11835762432643346,2016p858295,4.62,35.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,141,2016-11-13 13:41:38.145759232+00:00,-42.70882907224986,174.88714517947935,59.0625,8,5,3,6,2,0.36468398571014404,2016p858297,35.74,107.7,30<|dt|<=120s
kaikoura_2016,jma_wc,143,2016-11-13 13:43:54.209067008+00:00,-42.36963589396427,173.6836088077521,0.9375,6,3,3,4,2,0.5915911992390951,2016p858305,-29.77,16.8,5<|dt|<=30s
kaikoura_2016,jma_wc,144,2016-11-13 13:44:28.823639296+00:00,-41.907548228365805,173.74437837937666,29.0625,8,6,2,6,2,0.4076192080974579,2016p858305,4.84,35.5,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,146,2016-11-13 13:47:10.302621696+00:00,-41.72371421237613,174.33618140958487,12.1875,7,4,3,4,3,0.14428418023245676,2016p858309,19.29,127.5,5<|dt|<=30s
kaikoura_2016,jma_wc,147,2016-11-13 13:47:54.174105856+00:00,-41.31328769149776,173.33710341451075,30.9375,6,3,3,4,2,0.39852654933929443,2016p858309,63.17,133.6,30<|dt|<=120s
kaikoura_2016,jma_wc,150,2016-11-13 13:50:54.216448768+00:00,-41.87380466958478,174.03087593760623,17.8125,9,5,4,5,4,0.2896156311035156,2016p858314,52.97,25.2,30<|dt|<=120s
kaikoura_2016,jma_wc,151,2016-11-13 13:51:30.067312896+00:00,-41.9406314093436,173.66249266669047,15.9375,7,4,3,5,2,0.4553854124886649,2016p858314,88.82,55.9,30<|dt|<=120s
kaikoura_2016,jma_wc,152,2016-11-13 13:51:44.973266688+00:00,-42.813934106905826,174.12059084735822,53.4375,7,5,2,5,2,0.759333746773856,2016p858314,103.72,118.4,30<|dt|<=120s
kaikoura_2016,jma_wc,153,2016-11-13 13:52:37.884237312+00:00,-42.40267319306836,173.58045272654334,12.1875,6,3,3,4,2,0.1880491574605306,2016p858321,-58.38,78.8,30<|dt|<=120s
kaikoura_2016,jma_wc,155,2016-11-13 13:56:46.586943488+00:00,-42.38609512990863,173.45664231441762,23.4375,7,5,2,5,2,0.3667483329772949,2016p858327,4.1,62.6,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,158,2016-11-13 13:59:22.192391680+00:00,-41.757859890607286,174.1322476006626,0.9375,7,4,3,5,2,0.4003673621586391,2016p858332,-20.49,106.7,5<|dt|<=30s
kaikoura_2016,jma_wc,159,2016-11-13 14:00:24.108298496+00:00,-41.75721674262961,174.25483837397041,25.3125,7,5,2,5,2,0.36027707372392925,2016p858334,-3.42,45.4,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,161,2016-11-13 14:02:27.753436928+00:00,-41.707830217958985,174.23391285863076,30.9375,6,3,3,3,3,0.17850589752197266,2016p858335,64.72,60.0,30<|dt|<=120s
kaikoura_2016,jma_wc,162,2016-11-13 14:03:31.718241536+00:00,-42.204591755826236,173.7245194951119,0.9375,7,5,2,5,2,0.5489903518131801,2016p858337,-9.42,63.2,5<|dt|<=30s
kaikoura_2016,jma_wc,163,2016-11-13 14:04:07.412051456+00:00,-42.25416719083193,173.62166189576593,23.4375,7,5,2,5,2,0.13046070507594518,2016p858338,3.47,31.8,"|dt|<=5s, dist>30km"
kaikoura_2016,jma_wc,164,2016-11-13 14:06:13.116384512+00:00,-41.72421505885952,174.25449844421013,12.1875,6,4,2,4,2,0.3401651382446289,2016p858343,-13.65,68.3,5<|dt|<=30s
kaikoura_2016,jma_wc,169,2016-11-13 14:11:45.301368832+00:00,-42.05300069602527,174.4426551250428,0.9375,6,3,3,4,2,0.5713276465733846,2016p858356,-43.83,33.1,30<|dt|<=120s
kaikoura_2016,instance,0,2016-11-13 11:14:58.450189568+00:00,-41.8393484227529,174.31706312843315,14.0625,6,4,2,4,2,0.8256775538126627,2016p858025,-68.69,140.8,30<|dt|<=120s
kaikoura_2016,instance,4,2016-11-13 11:20:43.188964096+00:00,-42.00655584075292,173.74461631326494,12.1875,7,5,2,5,2,0.07353459085736956,2016p858034,-32.44,89.4,30<|dt|<=120s
kaikoura_2016,instance,8,2016-11-13 11:28:53.763873280+00:00,-42.138463901716364,173.80659994644284,0.9375,6,4,2,4,2,0.3874008258183797,2016p858049,36.63,43.6,30<|dt|<=120s
kaikoura_2016,instance,9,2016-11-13 11:30:06.245386496+00:00,-41.724095290130144,174.2749193776851,10.3125,7,4,3,5,2,0.345949615750994,2016p858052,-18.64,117.3,5<|dt|<=30s
kaikoura_2016,instance,11,2016-11-13 11:30:51.457234176+00:00,-42.00658149839087,173.72410395651053,14.0625,8,4,4,4,4,0.23368388414382935,2016p858054,11.01,111.1,5<|dt|<=30s
kaikoura_2016,instance,17,2016-11-13 11:37:04.944712704+00:00,-42.055148440686246,174.07318168826558,0.9375,8,5,3,5,3,0.5637911856174469,2016p858062,82.65,35.7,30<|dt|<=120s
kaikoura_2016,instance,18,2016-11-13 11:38:06.768550912+00:00,-42.18760426817328,173.95076274578767,0.9375,7,4,3,5,2,0.7120788097381592,2016p858072,-135.92,111.0,|dt|>120s
kaikoura_2016,instance,19,2016-11-13 11:39:24.070799104+00:00,-41.82485846382957,173.8464520962127,30.9375,7,3,4,4,3,0.5026830945696149,2016p858072,-58.62,129.0,30<|dt|<=120s
kaikoura_2016,instance,20,2016-11-13 11:39:53.122718208+00:00,-41.88956103524901,174.19478288553387,12.1875,7,5,2,5,2,0.15019209044320242,2016p858072,-29.57,145.9,5<|dt|<=30s
kaikoura_2016,instance,24,2016-11-13 11:43:42.947374336+00:00,-42.84810032201035,173.47643572965222,59.0625,7,3,4,5,2,0.7304706573486328,2016p858077,-33.31,110.3,30<|dt|<=120s
kaikoura_2016,instance,25,2016-11-13 11:45:01.869142784+00:00,-42.56767122617493,173.58042557058158,6.5625,8,5,3,6,2,0.5588017702102661,2016p858080,-24.12,111.7,5<|dt|<=30s
kaikoura_2016,instance,30,2016-11-13 11:50:08.484011008+00:00,-42.02097758250536,174.29860957905396,0.9375,7,4,3,5,2,0.9667126791817802,2016p858089,-5.15,29.2,5<|dt|<=30s
kaikoura_2016,instance,32,2016-11-13 11:51:28.625592576+00:00,-40.93323962424862,173.1771482446951,15.9375,6,3,3,4,2,0.6403856674830118,2016p858093,24.95,159.2,5<|dt|<=30s
kaikoura_2016,instance,35,2016-11-13 11:56:24.566020608+00:00,-41.82244381671026,174.37823210497902,10.3125,9,5,4,5,4,0.44093921449449325,2016p858095,162.82,13.9,|dt|>120s
kaikoura_2016,instance,36,2016-11-13 11:57:47.546681344+00:00,-42.006031698734866,173.97024951209409,0.9375,6,4,2,4,2,0.21638397375742593,2016p858109,-110.18,33.7,30<|dt|<=120s
kaikoura_2016,instance,37,2016-11-13 11:58:44.753794048+00:00,-41.75795436598822,174.11181543479194,10.3125,7,4,3,5,2,0.18481670107160295,2016p858109,-52.97,63.7,30<|dt|<=120s
kaikoura_2016,instance,41,2016-11-13 12:02:03.607853056+00:00,-42.204591755826236,173.7245194951119,0.9375,6,4,2,4,2,0.6121447483698527,2016p858110,64.68,83.2,30<|dt|<=120s
kaikoura_2016,instance,42,2016-11-13 12:03:49.286792960+00:00,-41.82512070472634,173.6623636106253,47.8125,6,3,3,4,2,0.6088620821634928,2016p858115,-6.29,42.9,5<|dt|<=30s
kaikoura_2016,instance,44,2016-11-13 12:06:09.909369344+00:00,-42.122033113220255,173.7654449579632,21.5625,8,5,3,6,2,0.5941255390644073,2016p858118,-29.76,94.4,5<|dt|<=30s
kaikoura_2016,instance,45,2016-11-13 12:06:55.175054336+00:00,-41.88910109231491,174.27667717686342,14.0625,8,4,4,4,4,0.1347498595714569,2016p858118,15.5,144.0,5<|dt|<=30s
kaikoura_2016,instance,46,2016-11-13 12:07:18.556357120+00:00,-41.87247669042526,174.2969687352319,2.8125,8,4,4,4,4,0.07648459076881409,2016p858122,-11.19,65.1,5<|dt|<=30s
kaikoura_2016,instance,47,2016-11-13 12:07:34.434978816+00:00,-41.77265593198715,174.41849781538744,10.3125,6,3,3,4,2,0.3955397605895996,2016p858122,4.69,79.3,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,48,2016-11-13 12:08:36.549684736+00:00,-41.93927106351138,174.15427032019133,10.3125,6,3,3,4,2,0.3412832021713257,2016p858122,66.81,51.2,30<|dt|<=120s
kaikoura_2016,instance,49,2016-11-13 12:09:08.202093824+00:00,-41.8227169528585,174.33732859004493,15.9375,9,4,5,5,4,0.3886551062266032,2016p858126,-52.31,17.7,30<|dt|<=120s
kaikoura_2016,instance,51,2016-11-13 12:11:11.053573120+00:00,-41.990080333970674,173.72406951632667,15.9375,8,4,4,6,2,0.16180825233459473,2016p858131,-34.8,42.4,30<|dt|<=120s
kaikoura_2016,instance,52,2016-11-13 12:11:58.554211072+00:00,-41.69121318263337,174.25415908143307,34.6875,10,5,5,5,5,0.4974967479705811,2016p858134,-2.08,37.0,"|dt|<=5s, dist>30km"
kaikoura_2016,instance,55,2016-11-13 12:13:53.545664512+00:00,-41.214471937429074,173.4590635729432,30.9375,6,3,3,4,2,0.5585339864095052,2016p858132,32.0,77.5,30<|dt|<=120s
